,Datetime,Region,Technology,Cost,Value
63,2022,reg1,Hydro_PP_2,fixed_cost,1800000.0
64,2023,reg1,Hydro_PP_2,fixed_cost,1800000.0
65,2024,reg1,Hydro_PP_2,fixed_cost,1800000.0
66,2025,reg1,Hydro_PP_2,fixed_cost,1800000.0
67,2026,reg1,Hydro_PP_2,fixed_cost,1800000.0
68,2027,reg1,Hydro_PP_2,fixed_cost,1800000.0
69,2028,reg1,Hydro_PP_2,fixed_cost,1800000.0
70,2029,reg1,Hydro_PP_2,fixed_cost,1800000.0
71,2030,reg1,Hydro_PP_2,fixed_cost,1800000.0
72,2019,reg1,Hydro_PP_3,fixed_cost,9720000.0
73,2020,reg1,Hydro_PP_3,fixed_cost,9720000.0
74,2021,reg1,Hydro_PP_3,fixed_cost,9720000.0
75,2022,reg1,Hydro_PP_3,fixed_cost,9720000.0
76,2023,reg1,Hydro_PP_3,fixed_cost,9720000.0
77,2024,reg1,Hydro_PP_3,fixed_cost,9720000.0
78,2025,reg1,Hydro_PP_3,fixed_cost,9720000.0
79,2026,reg1,Hydro_PP_3,fixed_cost,9720000.0
80,2027,reg1,Hydro_PP_3,fixed_cost,9720000.0
81,2028,reg1,Hydro_PP_3,fixed_cost,9720000.0
82,2029,reg1,Hydro_PP_3,fixed_cost,9720000.0
83,2030,reg1,Hydro_PP_3,fixed_cost,9720000.0
84,2019,reg1,Hydro_PP_5,fixed_cost,89100000.0
85,2020,reg1,Hydro_PP_5,fixed_cost,89100000.0
86,2021,reg1,Hydro_PP_5,fixed_cost,89100000.0
87,2022,reg1,Hydro_PP_5,fixed_cost,89100000.0
88,2023,reg1,Hydro_PP_5,fixed_cost,89100000.0
89,2024,reg1,Hydro_PP_5,fixed_cost,89100000.0
90,2025,reg1,Hydro_PP_5,fixed_cost,89100000.0
91,2026,reg1,Hydro_PP_5,fixed_cost,89100000.0
92,2027,reg1,Hydro_PP_5,fixed_cost,89100000.0
93,2028,reg1,Hydro_PP_5,fixed_cost,89100000.0
94,2029,reg1,Hydro_PP_5,fixed_cost,89100000.0
95,2030,reg1,Hydro_PP_5,fixed_cost,89100000.0
96,2019,reg1,Hydro_PP_6,fixed_cost,97200000.0
97,2020,reg1,Hydro_PP_6,fixed_cost,97200000.0
98,2021,reg1,Hydro_PP_6,fixed_cost,97200000.0
99,2022,reg1,Hydro_PP_6,fixed_cost,97200000.0
100,2023,reg1,Hydro_PP_6,fixed_cost,97200000.0
101,2024,reg1,Hydro_PP_6,fixed_cost,97200000.0
102,2025,reg1,Hydro_PP_6,fixed_cost,97200000.0
103,2026,reg1,Hydro_PP_6,fixed_cost,97200000.0
104,2027,reg1,Hydro_PP_6,fixed_cost,97200000.0
105,2028,reg1,Hydro_PP_6,fixed_cost,97200000.0
106,2029,reg1,Hydro_PP_6,fixed_cost,97200000.0
107,2030,reg1,Hydro_PP_6,fixed_cost,97200000.0
108,2019,reg1,Hydro_PP_7,fixed_cost,1350000.0
109,2020,reg1,Hydro_PP_7,fixed_cost,1350000.0
110,2021,reg1,Hydro_PP_7,fixed_cost,1350000.0
111,2022,reg1,Hydro_PP_7,fixed_cost,1350000.0
112,2023,reg1,Hydro_PP_7,fixed_cost,1350000.0
113,2024,reg1,Hydro_PP_7,fixed_cost,1350000.0
114,2025,reg1,Hydro_PP_7,fixed_cost,1350000.0
115,2026,reg1,Hydro_PP_7,fixed_cost,1350000.0
116,2027,reg1,Hydro_PP_7,fixed_cost,1350000.0
117,2028,reg1,Hydro_PP_7,fixed_cost,1350000.0
118,2029,reg1,Hydro_PP_7,fixed_cost,1350000.0
119,2030,reg1,Hydro_PP_7,fixed_cost,1350000.0
120,2019,reg1,Hydro_PP_9,fixed_cost,2025000.0
121,2020,reg1,Hydro_PP_9,fixed_cost,2025000.0
122,2021,reg1,Hydro_PP_9,fixed_cost,2025000.0
123,2022,reg1,Hydro_PP_9,fixed_cost,2025000.0
124,2023,reg1,Hydro_PP_9,fixed_cost,2025000.0
125,2024,reg1,Hydro_PP_9,fixed_cost,2025000.0
126,2025,reg1,Hydro_PP_9,fixed_cost,2025000.0
127,2026,reg1,Hydro_PP_9,fixed_cost,2025000.0
128,2027,reg1,Hydro_PP_9,fixed_cost,2025000.0
129,2028,reg1,Hydro_PP_9,fixed_cost,2025000.0
130,2029,reg1,Hydro_PP_9,fixed_cost,2025000.0
131,2030,reg1,Hydro_PP_9,fixed_cost,2025000.0
132,2019,reg1,Hydro_PP_10,fixed_cost,8250000.0
133,2020,reg1,Hydro_PP_10,fixed_cost,8250000.0
134,2021,reg1,Hydro_PP_10,fixed_cost,8250000.0
135,2022,reg1,Hydro_PP_10,fixed_cost,8250000.0
136,2023,reg1,Hydro_PP_10,fixed_cost,8250000.0
137,2024,reg1,Hydro_PP_10,fixed_cost,8250000.0
138,2025,reg1,Hydro_PP_10,fixed_cost,8250000.0
139,2026,reg1,Hydro_PP_10,fixed_cost,8250000.0
140,2027,reg1,Hydro_PP_10,fixed_cost,8250000.0
141,2028,reg1,Hydro_PP_10,fixed_cost,8250000.0
142,2029,reg1,Hydro_PP_10,fixed_cost,8250000.0
143,2030,reg1,Hydro_PP_10,fixed_cost,8250000.0
144,2019,reg1,PV_PP,fixed_cost,1584000.0
145,2020,reg1,PV_PP,fixed_cost,1584000.0
146,2021,reg1,PV_PP,fixed_cost,1584000.0
147,2022,reg1,PV_PP,fixed_cost,1584000.0
148,2023,reg1,PV_PP,fixed_cost,1584000.0
149,2024,reg1,PV_PP,fixed_cost,1584000.0
150,2025,reg1,PV_PP,fixed_cost,1584000.0
151,2026,reg1,PV_PP,fixed_cost,1584000.0
152,2027,reg1,PV_PP,fixed_cost,1584000.0
153,2028,reg1,PV_PP,fixed_cost,1584000.0
154,2029,reg1,PV_PP,fixed_cost,1584000.0
155,2030,reg1,PV_PP,fixed_cost,1584000.0
156,2019,reg1,Commited_hydro_PP,fixed_cost,0.0
157,2020,reg1,Commited_hydro_PP,fixed_cost,0.0
158,2021,reg1,Commited_hydro_PP,fixed_cost,0.0
159,2022,reg1,Commited_hydro_PP,fixed_cost,0.0
160,2023,reg1,Commited_hydro_PP,fixed_cost,0.0
161,2024,reg1,Commited_hydro_PP,fixed_cost,18807671.28604434
162,2025,reg1,Commited_hydro_PP,fixed_cost,18807671.28604434
163,2026,reg1,Commited_hydro_PP,fixed_cost,33821691.407259084
164,2027,reg1,Commited_hydro_PP,fixed_cost,117526179.46582744
165,2028,reg1,Commited_hydro_PP,fixed_cost,117526179.46582744
166,2029,reg1,Commited_hydro_PP,fixed_cost,176835627.34032178
167,2030,reg1,Commited_hydro_PP,fixed_cost,190800000.0
168,2019,reg1,Commited_PV_PP,fixed_cost,0.0
169,2020,reg1,Commited_PV_PP,fixed_cost,0.0
170,2021,reg1,Commited_PV_PP,fixed_cost,0.0
171,2022,reg1,Commited_PV_PP,fixed_cost,0.0
172,2023,reg1,Commited_PV_PP,fixed_cost,720000.0
173,2024,reg1,Commited_PV_PP,fixed_cost,5760000.0
174,2025,reg1,Commited_PV_PP,fixed_cost,5760000.0
175,2026,reg1,Commited_PV_PP,fixed_cost,5760000.0
176,2027,reg1,Commited_PV_PP,fixed_cost,5760000.0
177,2028,reg1,Commited_PV_PP,fixed_cost,5760000.0
178,2029,reg1,Commited_PV_PP,fixed_cost,5760000.0
179,2030,reg1,Commited_PV_PP,fixed_cost,5760000.0
180,2019,reg1,Commited_wind_PP,fixed_cost,0.0
181,2020,reg1,Commited_wind_PP,fixed_cost,0.0
182,2021,reg1,Commited_wind_PP,fixed_cost,0.0
183,2022,reg1,Commited_wind_PP,fixed_cost,0.0
184,2023,reg1,Commited_wind_PP,fixed_cost,7800000.0
185,2024,reg1,Commited_wind_PP,fixed_cost,7800000.0
186,2025,reg1,Commited_wind_PP,fixed_cost,7800000.0
187,2026,reg1,Commited_wind_PP,fixed_cost,7800000.0
188,2027,reg1,Commited_wind_PP,fixed_cost,7800000.0
189,2028,reg1,Commited_wind_PP,fixed_cost,7800000.0
190,2029,reg1,Commited_wind_PP,fixed_cost,7800000.0
191,2030,reg1,Commited_wind_PP,fixed_cost,7800000.0
192,2019,reg1,Commited_geo_PP,fixed_cost,0.0
193,2020,reg1,Commited_geo_PP,fixed_cost,0.0
194,2021,reg1,Commited_geo_PP,fixed_cost,0.0
195,2022,reg1,Commited_geo_PP,fixed_cost,0.0
196,2023,reg1,Commited_geo_PP,fixed_cost,1200000.0
197,2024,reg1,Commited_geo_PP,fixed_cost,1200000.0
198,2025,reg1,Commited_geo_PP,fixed_cost,1200000.0
199,2026,reg1,Commited_geo_PP,fixed_cost,1200000.0
200,2027,reg1,Commited_geo_PP,fixed_cost,1200000.0
201,2028,reg1,Commited_geo_PP,fixed_cost,1200000.0
202,2029,reg1,Commited_geo_PP,fixed_cost,1200000.0
203,2030,reg1,Commited_geo_PP,fixed_cost,1200000.0
204,2019,reg1,Coal_PP,fixed_cost,23400000.0
205,2020,reg1,Coal_PP,fixed_cost,23400000.0
206,2021,reg1,Coal_PP,fixed_cost,23400000.0
207,2022,reg1,Coal_PP,fixed_cost,23400000.0
208,2023,reg1,Coal_PP,fixed_cost,23400000.0
209,2024,reg1,Coal_PP,fixed_cost,23400000.0
210,2025,reg1,Coal_PP,fixed_cost,23400000.0
211,2026,reg1,Coal_PP,fixed_cost,23400000.0
212,2027,reg1,Coal_PP,fixed_cost,23400000.0
213,2028,reg1,Coal_PP,fixed_cost,23400000.0
214,2029,reg1,Coal_PP,fixed_cost,23400000.0
215,2030,reg1,Coal_PP,fixed_cost,23400000.0
216,2019,reg1,Diesel_PP,fixed_cost,2982700.0
217,2020,reg1,Diesel_PP,fixed_cost,2982700.0
218,2021,reg1,Diesel_PP,fixed_cost,2982700.0
219,2022,reg1,Diesel_PP,fixed_cost,2982700.0
220,2023,reg1,Diesel_PP,fixed_cost,2982700.0
221,2024,reg1,Diesel_PP,fixed_cost,2982700.0
222,2025,reg1,Diesel_PP,fixed_cost,2982700.0
223,2026,reg1,Diesel_PP,fixed_cost,2982700.0
224,2027,reg1,Diesel_PP,fixed_cost,2982700.0
225,2028,reg1,Diesel_PP,fixed_cost,2982700.0
226,2029,reg1,Diesel_PP,fixed_cost,2982700.0
227,2030,reg1,Diesel_PP,fixed_cost,2982700.0
228,2019,reg1,HFO_PP,fixed_cost,4725000.0
229,2020,reg1,HFO_PP,fixed_cost,4725000.0
230,2021,reg1,HFO_PP,fixed_cost,4725000.0
231,2022,reg1,HFO_PP,fixed_cost,4725000.0
232,2023,reg1,HFO_PP,fixed_cost,4725000.0
233,2024,reg1,HFO_PP,fixed_cost,4725000.0
234,2025,reg1,HFO_PP,fixed_cost,4725000.0
235,2026,reg1,HFO_PP,fixed_cost,4725000.0
236,2027,reg1,HFO_PP,fixed_cost,4725000.0
237,2028,reg1,HFO_PP,fixed_cost,4725000.0
238,2029,reg1,HFO_PP,fixed_cost,4725000.0
239,2030,reg1,HFO_PP,fixed_cost,4725000.0
240,2019,reg1,Bio_PP,fixed_cost,300000.0
241,2020,reg1,Bio_PP,fixed_cost,300000.0
242,2021,reg1,Bio_PP,fixed_cost,300000.0
243,2022,reg1,Bio_PP,fixed_cost,300000.0
244,2023,reg1,Bio_PP,fixed_cost,300000.0
245,2024,reg1,Bio_PP,fixed_cost,300000.0
246,2025,reg1,Bio_PP,fixed_cost,300000.0
247,2026,reg1,Bio_PP,fixed_cost,300000.0
248,2027,reg1,Bio_PP,fixed_cost,300000.0
249,2028,reg1,Bio_PP,fixed_cost,300000.0
250,2029,reg1,Bio_PP,fixed_cost,300000.0
251,2030,reg1,Bio_PP,fixed_cost,300000.0
252,2019,reg1,Elec_distribution,fixed_cost,0.0
253,2020,reg1,Elec_distribution,fixed_cost,0.0
254,2021,reg1,Elec_distribution,fixed_cost,0.0
255,2022,reg1,Elec_distribution,fixed_cost,0.0
256,2023,reg1,Elec_distribution,fixed_cost,0.0
257,2024,reg1,Elec_distribution,fixed_cost,0.0
258,2025,reg1,Elec_distribution,fixed_cost,0.0
259,2026,reg1,Elec_distribution,fixed_cost,0.0
260,2027,reg1,Elec_distribution,fixed_cost,0.0
261,2028,reg1,Elec_distribution,fixed_cost,0.0
262,2029,reg1,Elec_distribution,fixed_cost,0.0
263,2030,reg1,Elec_distribution,fixed_cost,0.0
264,2019,reg2,Coal_supply,fixed_cost,0.0
265,2020,reg2,Coal_supply,fixed_cost,0.0
266,2021,reg2,Coal_supply,fixed_cost,0.0
267,2022,reg2,Coal_supply,fixed_cost,0.0
268,2023,reg2,Coal_supply,fixed_cost,0.0
269,2024,reg2,Coal_supply,fixed_cost,0.0
270,2025,reg2,Coal_supply,fixed_cost,0.0
271,2026,reg2,Coal_supply,fixed_cost,0.0
272,2027,reg2,Coal_supply,fixed_cost,0.0
273,2028,reg2,Coal_supply,fixed_cost,0.0
274,2029,reg2,Coal_supply,fixed_cost,0.0
275,2030,reg2,Coal_supply,fixed_cost,0.0
276,2019,reg2,Diesel_supply,fixed_cost,0.0
277,2020,reg2,Diesel_supply,fixed_cost,0.0
278,2021,reg2,Diesel_supply,fixed_cost,0.0
279,2022,reg2,Diesel_supply,fixed_cost,0.0
280,2023,reg2,Diesel_supply,fixed_cost,0.0
281,2024,reg2,Diesel_supply,fixed_cost,0.0
282,2025,reg2,Diesel_supply,fixed_cost,0.0
283,2026,reg2,Diesel_supply,fixed_cost,0.0
284,2027,reg2,Diesel_supply,fixed_cost,0.0
285,2028,reg2,Diesel_supply,fixed_cost,0.0
286,2029,reg2,Diesel_supply,fixed_cost,0.0
287,2030,reg2,Diesel_supply,fixed_cost,0.0
288,2019,reg2,Biofuel_supply,fixed_cost,0.0
289,2020,reg2,Biofuel_supply,fixed_cost,0.0
290,2021,reg2,Biofuel_supply,fixed_cost,0.0
291,2022,reg2,Biofuel_supply,fixed_cost,0.0
292,2023,reg2,Biofuel_supply,fixed_cost,0.0
293,2024,reg2,Biofuel_supply,fixed_cost,0.0
294,2025,reg2,Biofuel_supply,fixed_cost,0.0
295,2026,reg2,Biofuel_supply,fixed_cost,0.0
296,2027,reg2,Biofuel_supply,fixed_cost,0.0
297,2028,reg2,Biofuel_supply,fixed_cost,0.0
298,2029,reg2,Biofuel_supply,fixed_cost,0.0
299,2030,reg2,Biofuel_supply,fixed_cost,0.0
300,2019,reg2,Hydro_PP_4,fixed_cost,1800000.0
301,2020,reg2,Hydro_PP_4,fixed_cost,1800000.0
302,2021,reg2,Hydro_PP_4,fixed_cost,1800000.0
303,2022,reg2,Hydro_PP_4,fixed_cost,1800000.0
304,2023,reg2,Hydro_PP_4,fixed_cost,1800000.0
305,2024,reg2,Hydro_PP_4,fixed_cost,1800000.0
306,2025,reg2,Hydro_PP_4,fixed_cost,1800000.0
307,2026,reg2,Hydro_PP_4,fixed_cost,1800000.0
308,2027,reg2,Hydro_PP_4,fixed_cost,1800000.0
309,2028,reg2,Hydro_PP_4,fixed_cost,1800000.0
310,2029,reg2,Hydro_PP_4,fixed_cost,1800000.0
311,2030,reg2,Hydro_PP_4,fixed_cost,1800000.0
312,2019,reg2,Hydro_PP_8,fixed_cost,1110000.0
313,2020,reg2,Hydro_PP_8,fixed_cost,1110000.0
314,2021,reg2,Hydro_PP_8,fixed_cost,1110000.0
315,2022,reg2,Hydro_PP_8,fixed_cost,1110000.0
316,2023,reg2,Hydro_PP_8,fixed_cost,1110000.0
317,2024,reg2,Hydro_PP_8,fixed_cost,1110000.0
318,2025,reg2,Hydro_PP_8,fixed_cost,1110000.0
319,2026,reg2,Hydro_PP_8,fixed_cost,1110000.0
320,2027,reg2,Hydro_PP_8,fixed_cost,1110000.0
321,2028,reg2,Hydro_PP_8,fixed_cost,1110000.0
322,2029,reg2,Hydro_PP_8,fixed_cost,1110000.0
323,2030,reg2,Hydro_PP_8,fixed_cost,1110000.0
324,2019,reg2,Commited_hydro_PP,fixed_cost,0.0
325,2020,reg2,Commited_hydro_PP,fixed_cost,0.0
326,2021,reg2,Commited_hydro_PP,fixed_cost,0.0
327,2022,reg2,Commited_hydro_PP,fixed_cost,0.0
328,2023,reg2,Commited_hydro_PP,fixed_cost,0.0
329,2024,reg2,Commited_hydro_PP,fixed_cost,0.0
330,2025,reg2,Commited_hydro_PP,fixed_cost,0.0
331,2026,reg2,Commited_hydro_PP,fixed_cost,0.0
332,2027,reg2,Commited_hydro_PP,fixed_cost,0.0
333,2028,reg2,Commited_hydro_PP,fixed_cost,0.0
334,2029,reg2,Commited_hydro_PP,fixed_cost,0.0
335,2030,reg2,Commited_hydro_PP,fixed_cost,0.0
336,2019,reg2,Commited_wind_PP,fixed_cost,0.0
337,2020,reg2,Commited_wind_PP,fixed_cost,0.0
338,2021,reg2,Commited_wind_PP,fixed_cost,0.0
339,2022,reg2,Commited_wind_PP,fixed_cost,0.0
340,2023,reg2,Commited_wind_PP,fixed_cost,0.0
341,2024,reg2,Commited_wind_PP,fixed_cost,0.0
342,2025,reg2,Commited_wind_PP,fixed_cost,0.0
343,2026,reg2,Commited_wind_PP,fixed_cost,1276784.1785855365
344,2027,reg2,Commited_wind_PP,fixed_cost,1276784.1785855365
345,2028,reg2,Commited_wind_PP,fixed_cost,1276784.1785855365
346,2029,reg2,Commited_wind_PP,fixed_cost,8777695.802780285
347,2030,reg2,Commited_wind_PP,fixed_cost,12000000.0
348,2019,reg2,New_hydro_PP,fixed_cost,0.0
349,2020,reg2,New_hydro_PP,fixed_cost,0.0
350,2021,reg2,New_hydro_PP,fixed_cost,0.0
351,2022,reg2,New_hydro_PP,fixed_cost,0.0
352,2023,reg2,New_hydro_PP,fixed_cost,0.0
353,2024,reg2,New_hydro_PP,fixed_cost,0.0
354,2025,reg2,New_hydro_PP,fixed_cost,0.0
355,2026,reg2,New_hydro_PP,fixed_cost,0.0
356,2027,reg2,New_hydro_PP,fixed_cost,0.0
357,2028,reg2,New_hydro_PP,fixed_cost,0.0
358,2029,reg2,New_hydro_PP,fixed_cost,0.0
359,2030,reg2,New_hydro_PP,fixed_cost,0.0
360,2019,reg2,New_PV_PP,fixed_cost,0.0
361,2020,reg2,New_PV_PP,fixed_cost,0.0
362,2021,reg2,New_PV_PP,fixed_cost,0.0
363,2022,reg2,New_PV_PP,fixed_cost,0.0
364,2023,reg2,New_PV_PP,fixed_cost,258238.66938692663
365,2024,reg2,New_PV_PP,fixed_cost,368838.8227972351
366,2025,reg2,New_PV_PP,fixed_cost,368838.8227972351
367,2026,reg2,New_PV_PP,fixed_cost,368838.8227972351
368,2027,reg2,New_PV_PP,fixed_cost,4149337.7775561907
369,2028,reg2,New_PV_PP,fixed_cost,4149337.7775561907
370,2029,reg2,New_PV_PP,fixed_cost,4149337.7775561907
371,2030,reg2,New_PV_PP,fixed_cost,4149337.7775561907
372,2019,reg2,New_wind_PP,fixed_cost,0.0
373,2020,reg2,New_wind_PP,fixed_cost,452384.80176572147
374,2021,reg2,New_wind_PP,fixed_cost,4032880.939697922
375,2022,reg2,New_wind_PP,fixed_cost,6769117.075116559
376,2023,reg2,New_wind_PP,fixed_cost,10800414.882791972
377,2024,reg2,New_wind_PP,fixed_cost,14022782.161573859
378,2025,reg2,New_wind_PP,fixed_cost,23966432.94388291
379,2026,reg2,New_wind_PP,fixed_cost,35966432.94388291
380,2027,reg2,New_wind_PP,fixed_cost,41237728.4527089
381,2028,reg2,New_wind_PP,fixed_cost,53237728.4527089
382,2029,reg2,New_wind_PP,fixed_cost,65237728.4527089
383,2030,reg2,New_wind_PP,fixed_cost,77237728.4527089
384,2019,reg2,New_geo_PP,fixed_cost,0.0
385,2020,reg2,New_geo_PP,fixed_cost,2400000.0
386,2021,reg2,New_geo_PP,fixed_cost,2400000.0
387,2022,reg2,New_geo_PP,fixed_cost,2400000.0
388,2023,reg2,New_geo_PP,fixed_cost,2400000.0
389,2024,reg2,New_geo_PP,fixed_cost,2400000.0
390,2025,reg2,New_geo_PP,fixed_cost,2400000.0
391,2026,reg2,New_geo_PP,fixed_cost,2400000.0
392,2027,reg2,New_geo_PP,fixed_cost,2400000.0
393,2028,reg2,New_geo_PP,fixed_cost,2400000.0
394,2029,reg2,New_geo_PP,fixed_cost,2400000.0
395,2030,reg2,New_geo_PP,fixed_cost,2400000.0
396,2019,reg2,Diesel_PP,fixed_cost,18550.0
397,2020,reg2,Diesel_PP,fixed_cost,18550.0
398,2021,reg2,Diesel_PP,fixed_cost,18550.0
399,2022,reg2,Diesel_PP,fixed_cost,18550.0
400,2023,reg2,Diesel_PP,fixed_cost,18550.0
401,2024,reg2,Diesel_PP,fixed_cost,18550.0
402,2025,reg2,Diesel_PP,fixed_cost,18550.0
403,2026,reg2,Diesel_PP,fixed_cost,18550.0
404,2027,reg2,Diesel_PP,fixed_cost,18550.0
405,2028,reg2,Diesel_PP,fixed_cost,18550.0
406,2029,reg2,Diesel_PP,fixed_cost,18550.0
407,2030,reg2,Diesel_PP,fixed_cost,18550.0
408,2019,reg2,New_coal_PP,fixed_cost,0.0
409,2020,reg2,New_coal_PP,fixed_cost,0.0
410,2021,reg2,New_coal_PP,fixed_cost,0.0
411,2022,reg2,New_coal_PP,fixed_cost,0.0
412,2023,reg2,New_coal_PP,fixed_cost,0.0
413,2024,reg2,New_coal_PP,fixed_cost,0.0
414,2025,reg2,New_coal_PP,fixed_cost,0.0
415,2026,reg2,New_coal_PP,fixed_cost,0.0
416,2027,reg2,New_coal_PP,fixed_cost,0.0
417,2028,reg2,New_coal_PP,fixed_cost,0.0
418,2029,reg2,New_coal_PP,fixed_cost,0.0
419,2030,reg2,New_coal_PP,fixed_cost,0.0
420,2019,reg2,New_bio_PP,fixed_cost,0.0
421,2020,reg2,New_bio_PP,fixed_cost,15766865.685981954
422,2021,reg2,New_bio_PP,fixed_cost,15766865.685981954
423,2022,reg2,New_bio_PP,fixed_cost,15766865.685981954
424,2023,reg2,New_bio_PP,fixed_cost,15766865.685981954
425,2024,reg2,New_bio_PP,fixed_cost,15766865.685981954
426,2025,reg2,New_bio_PP,fixed_cost,15766865.685981954
427,2026,reg2,New_bio_PP,fixed_cost,15766865.685981954
428,2027,reg2,New_bio_PP,fixed_cost,15766865.685981954
429,2028,reg2,New_bio_PP,fixed_cost,15766865.685981954
430,2029,reg2,New_bio_PP,fixed_cost,15766865.685981954
431,2030,reg2,New_bio_PP,fixed_cost,15766865.685981954
432,2019,reg2,Elec_distribution,fixed_cost,0.0
433,2020,reg2,Elec_distribution,fixed_cost,0.0
434,2021,reg2,Elec_distribution,fixed_cost,0.0
435,2022,reg2,Elec_distribution,fixed_cost,0.0
436,2023,reg2,Elec_distribution,fixed_cost,0.0
437,2024,reg2,Elec_distribution,fixed_cost,0.0
438,2025,reg2,Elec_distribution,fixed_cost,0.0
439,2026,reg2,Elec_distribution,fixed_cost,0.0
440,2027,reg2,Elec_distribution,fixed_cost,0.0
441,2028,reg2,Elec_distribution,fixed_cost,0.0
442,2029,reg2,Elec_distribution,fixed_cost,0.0
443,2030,reg2,Elec_distribution,fixed_cost,0.0
444,2019,reg3,Coal_supply,fixed_cost,0.0
445,2020,reg3,Coal_supply,fixed_cost,0.0
446,2021,reg3,Coal_supply,fixed_cost,0.0
447,2022,reg3,Coal_supply,fixed_cost,0.0
448,2023,reg3,Coal_supply,fixed_cost,0.0
449,2024,reg3,Coal_supply,fixed_cost,0.0
450,2025,reg3,Coal_supply,fixed_cost,0.0
451,2026,reg3,Coal_supply,fixed_cost,0.0
452,2027,reg3,Coal_supply,fixed_cost,0.0
453,2028,reg3,Coal_supply,fixed_cost,0.0
454,2029,reg3,Coal_supply,fixed_cost,0.0
455,2030,reg3,Coal_supply,fixed_cost,0.0
456,2019,reg3,Diesel_supply,fixed_cost,0.0
457,2020,reg3,Diesel_supply,fixed_cost,0.0
458,2021,reg3,Diesel_supply,fixed_cost,0.0
459,2022,reg3,Diesel_supply,fixed_cost,0.0
460,2023,reg3,Diesel_supply,fixed_cost,0.0
461,2024,reg3,Diesel_supply,fixed_cost,0.0
462,2025,reg3,Diesel_supply,fixed_cost,0.0
463,2026,reg3,Diesel_supply,fixed_cost,0.0
464,2027,reg3,Diesel_supply,fixed_cost,0.0
