,Datetime,Region,Technology,Cost,Value
63,2022,reg1,Hydro_PP_2,fixed_cost,1800000.0
64,2023,reg1,Hydro_PP_2,fixed_cost,1800000.0
65,2024,reg1,Hydro_PP_2,fixed_cost,1800000.0
66,2025,reg1,Hydro_PP_2,fixed_cost,1800000.0
67,2026,reg1,Hydro_PP_2,fixed_cost,1800000.0
68,2027,reg1,Hydro_PP_2,fixed_cost,1800000.0
69,2028,reg1,Hydro_PP_2,fixed_cost,1800000.0
70,2029,reg1,Hydro_PP_2,fixed_cost,1800000.0
71,2030,reg1,Hydro_PP_2,fixed_cost,1800000.0
72,2019,reg1,Hydro_PP_3,fixed_cost,9720000.0
73,2020,reg1,Hydro_PP_3,fixed_cost,9720000.0
74,2021,reg1,Hydro_PP_3,fixed_cost,9720000.0
75,2022,reg1,Hydro_PP_3,fixed_cost,9720000.0
76,2023,reg1,Hydro_PP_3,fixed_cost,9720000.0
77,2024,reg1,Hydro_PP_3,fixed_cost,9720000.0
78,2025,reg1,Hydro_PP_3,fixed_cost,9720000.0
79,2026,reg1,Hydro_PP_3,fixed_cost,9720000.0
80,2027,reg1,Hydro_PP_3,fixed_cost,9720000.0
81,2028,reg1,Hydro_PP_3,fixed_cost,9720000.0
82,2029,reg1,Hydro_PP_3,fixed_cost,9720000.0
83,2030,reg1,Hydro_PP_3,fixed_cost,9720000.0
84,2019,reg1,Hydro_PP_5,fixed_cost,89100000.0
85,2020,reg1,Hydro_PP_5,fixed_cost,89100000.0
86,2021,reg1,Hydro_PP_5,fixed_cost,89100000.0
87,2022,reg1,Hydro_PP_5,fixed_cost,89100000.0
88,2023,reg1,Hydro_PP_5,fixed_cost,89100000.0
89,2024,reg1,Hydro_PP_5,fixed_cost,89100000.0
90,2025,reg1,Hydro_PP_5,fixed_cost,89100000.0
91,2026,reg1,Hydro_PP_5,fixed_cost,89100000.0
92,2027,reg1,Hydro_PP_5,fixed_cost,89100000.0
93,2028,reg1,Hydro_PP_5,fixed_cost,89100000.0
94,2029,reg1,Hydro_PP_5,fixed_cost,89100000.0
95,2030,reg1,Hydro_PP_5,fixed_cost,89100000.0
96,2019,reg1,Hydro_PP_6,fixed_cost,97200000.0
97,2020,reg1,Hydro_PP_6,fixed_cost,97200000.0
98,2021,reg1,Hydro_PP_6,fixed_cost,97200000.0
99,2022,reg1,Hydro_PP_6,fixed_cost,97200000.0
100,2023,reg1,Hydro_PP_6,fixed_cost,97200000.0
101,2024,reg1,Hydro_PP_6,fixed_cost,97200000.0
102,2025,reg1,Hydro_PP_6,fixed_cost,97200000.0
103,2026,reg1,Hydro_PP_6,fixed_cost,97200000.0
104,2027,reg1,Hydro_PP_6,fixed_cost,97200000.0
105,2028,reg1,Hydro_PP_6,fixed_cost,97200000.0
106,2029,reg1,Hydro_PP_6,fixed_cost,97200000.0
107,2030,reg1,Hydro_PP_6,fixed_cost,97200000.0
108,2019,reg1,Hydro_PP_7,fixed_cost,1350000.0
109,2020,reg1,Hydro_PP_7,fixed_cost,1350000.0
110,2021,reg1,Hydro_PP_7,fixed_cost,1350000.0
111,2022,reg1,Hydro_PP_7,fixed_cost,1350000.0
112,2023,reg1,Hydro_PP_7,fixed_cost,1350000.0
113,2024,reg1,Hydro_PP_7,fixed_cost,1350000.0
114,2025,reg1,Hydro_PP_7,fixed_cost,1350000.0
115,2026,reg1,Hydro_PP_7,fixed_cost,1350000.0
116,2027,reg1,Hydro_PP_7,fixed_cost,1350000.0
117,2028,reg1,Hydro_PP_7,fixed_cost,1350000.0
118,2029,reg1,Hydro_PP_7,fixed_cost,1350000.0
119,2030,reg1,Hydro_PP_7,fixed_cost,1350000.0
120,2019,reg1,Hydro_PP_9,fixed_cost,2025000.0
121,2020,reg1,Hydro_PP_9,fixed_cost,2025000.0
122,2021,reg1,Hydro_PP_9,fixed_cost,2025000.0
123,2022,reg1,Hydro_PP_9,fixed_cost,2025000.0
124,2023,reg1,Hydro_PP_9,fixed_cost,2025000.0
125,2024,reg1,Hydro_PP_9,fixed_cost,2025000.0
126,2025,reg1,Hydro_PP_9,fixed_cost,2025000.0
127,2026,reg1,Hydro_PP_9,fixed_cost,2025000.0
128,2027,reg1,Hydro_PP_9,fixed_cost,2025000.0
129,2028,reg1,Hydro_PP_9,fixed_cost,2025000.0
130,2029,reg1,Hydro_PP_9,fixed_cost,2025000.0
131,2030,reg1,Hydro_PP_9,fixed_cost,2025000.0
132,2019,reg1,Hydro_PP_10,fixed_cost,8250000.0
133,2020,reg1,Hydro_PP_10,fixed_cost,8250000.0
134,2021,reg1,Hydro_PP_10,fixed_cost,8250000.0
135,2022,reg1,Hydro_PP_10,fixed_cost,8250000.0
136,2023,reg1,Hydro_PP_10,fixed_cost,8250000.0
137,2024,reg1,Hydro_PP_10,fixed_cost,8250000.0
138,2025,reg1,Hydro_PP_10,fixed_cost,8250000.0
139,2026,reg1,Hydro_PP_10,fixed_cost,8250000.0
140,2027,reg1,Hydro_PP_10,fixed_cost,8250000.0
141,2028,reg1,Hydro_PP_10,fixed_cost,8250000.0
142,2029,reg1,Hydro_PP_10,fixed_cost,8250000.0
143,2030,reg1,Hydro_PP_10,fixed_cost,8250000.0
144,2019,reg1,PV_PP,fixed_cost,1584000.0
145,2020,reg1,PV_PP,fixed_cost,1584000.0
146,2021,reg1,PV_PP,fixed_cost,1584000.0
147,2022,reg1,PV_PP,fixed_cost,1584000.0
148,2023,reg1,PV_PP,fixed_cost,1584000.0
149,2024,reg1,PV_PP,fixed_cost,1584000.0
150,2025,reg1,PV_PP,fixed_cost,1584000.0
151,2026,reg1,PV_PP,fixed_cost,1584000.0
152,2027,reg1,PV_PP,fixed_cost,1584000.0
153,2028,reg1,PV_PP,fixed_cost,1584000.0
154,2029,reg1,PV_PP,fixed_cost,1584000.0
155,2030,reg1,PV_PP,fixed_cost,1584000.0
156,2019,reg1,New_hydro_PP,fixed_cost,0.0
157,2020,reg1,New_hydro_PP,fixed_cost,8294918.193318197
158,2021,reg1,New_hydro_PP,fixed_cost,16535856.44177749
159,2022,reg1,New_hydro_PP,fixed_cost,18946960.645475186
160,2023,reg1,New_hydro_PP,fixed_cost,21340071.534219883
161,2024,reg1,New_hydro_PP,fixed_cost,23733182.422964644
162,2025,reg1,New_hydro_PP,fixed_cost,26126293.311709374
163,2026,reg1,New_hydro_PP,fixed_cost,28519404.200454105
164,2027,reg1,New_hydro_PP,fixed_cost,30930508.404151797
165,2028,reg1,New_hydro_PP,fixed_cost,33323619.292896565
166,2029,reg1,New_hydro_PP,fixed_cost,35716730.18164125
167,2030,reg1,New_hydro_PP,fixed_cost,38109841.070385985
168,2019,reg1,New_PV_PP,fixed_cost,0.0
169,2020,reg1,New_PV_PP,fixed_cost,429559.32203389826
170,2021,reg1,New_PV_PP,fixed_cost,859118.6440677965
171,2022,reg1,New_PV_PP,fixed_cost,1288677.9661016946
172,2023,reg1,New_PV_PP,fixed_cost,1718237.2881355928
173,2024,reg1,New_PV_PP,fixed_cost,2147796.6101694913
174,2025,reg1,New_PV_PP,fixed_cost,2577355.932203389
175,2026,reg1,New_PV_PP,fixed_cost,3006915.2542372877
176,2027,reg1,New_PV_PP,fixed_cost,3436474.576271186
177,2028,reg1,New_PV_PP,fixed_cost,3866033.898305083
178,2029,reg1,New_PV_PP,fixed_cost,4295593.2203389825
179,2030,reg1,New_PV_PP,fixed_cost,4725152.5423728805
180,2019,reg1,New_wind_PP,fixed_cost,0.0
181,2020,reg1,New_wind_PP,fixed_cost,0.0
182,2021,reg1,New_wind_PP,fixed_cost,0.0
183,2022,reg1,New_wind_PP,fixed_cost,0.0
184,2023,reg1,New_wind_PP,fixed_cost,0.0
185,2024,reg1,New_wind_PP,fixed_cost,0.0
186,2025,reg1,New_wind_PP,fixed_cost,0.0
187,2026,reg1,New_wind_PP,fixed_cost,0.0
188,2027,reg1,New_wind_PP,fixed_cost,0.0
189,2028,reg1,New_wind_PP,fixed_cost,0.0
190,2029,reg1,New_wind_PP,fixed_cost,0.0
191,2030,reg1,New_wind_PP,fixed_cost,0.0
192,2019,reg1,New_geo_PP,fixed_cost,0.0
193,2020,reg1,New_geo_PP,fixed_cost,0.0
194,2021,reg1,New_geo_PP,fixed_cost,0.0
195,2022,reg1,New_geo_PP,fixed_cost,0.0
196,2023,reg1,New_geo_PP,fixed_cost,0.0
197,2024,reg1,New_geo_PP,fixed_cost,0.0
198,2025,reg1,New_geo_PP,fixed_cost,0.0
199,2026,reg1,New_geo_PP,fixed_cost,0.0
200,2027,reg1,New_geo_PP,fixed_cost,0.0
201,2028,reg1,New_geo_PP,fixed_cost,0.0
202,2029,reg1,New_geo_PP,fixed_cost,0.0
203,2030,reg1,New_geo_PP,fixed_cost,0.0
204,2019,reg1,Coal_PP,fixed_cost,23400000.0
205,2020,reg1,Coal_PP,fixed_cost,26584532.371799998
206,2021,reg1,Coal_PP,fixed_cost,27925683.450600002
207,2022,reg1,Coal_PP,fixed_cost,30760899.2808
208,2023,reg1,Coal_PP,fixed_cost,33596115.111
209,2024,reg1,Coal_PP,fixed_cost,36431330.9334
210,2025,reg1,Coal_PP,fixed_cost,39266546.7636
211,2026,reg1,Coal_PP,fixed_cost,42101762.5938
212,2027,reg1,Coal_PP,fixed_cost,44936978.4162
213,2028,reg1,Coal_PP,fixed_cost,47772194.2464
214,2029,reg1,Coal_PP,fixed_cost,50607410.0688
215,2030,reg1,Coal_PP,fixed_cost,53442625.899
216,2019,reg1,Diesel_PP,fixed_cost,2982700.0
217,2020,reg1,Diesel_PP,fixed_cost,2982700.0
218,2021,reg1,Diesel_PP,fixed_cost,2982700.0
219,2022,reg1,Diesel_PP,fixed_cost,2982700.0
220,2023,reg1,Diesel_PP,fixed_cost,2982700.0
221,2024,reg1,Diesel_PP,fixed_cost,2982700.0
222,2025,reg1,Diesel_PP,fixed_cost,2982700.0
223,2026,reg1,Diesel_PP,fixed_cost,2982700.0
224,2027,reg1,Diesel_PP,fixed_cost,2982700.0
225,2028,reg1,Diesel_PP,fixed_cost,2982700.0
226,2029,reg1,Diesel_PP,fixed_cost,2982700.0
227,2030,reg1,Diesel_PP,fixed_cost,2982700.0
228,2019,reg1,HFO_PP,fixed_cost,4725000.0
229,2020,reg1,HFO_PP,fixed_cost,4725000.0
230,2021,reg1,HFO_PP,fixed_cost,5156618.1345
231,2022,reg1,HFO_PP,fixed_cost,5622042.429
232,2023,reg1,HFO_PP,fixed_cost,6087466.723499999
233,2024,reg1,HFO_PP,fixed_cost,6552891.0135
234,2025,reg1,HFO_PP,fixed_cost,7017529.117500001
235,2026,reg1,HFO_PP,fixed_cost,7482953.4120000005
236,2027,reg1,HFO_PP,fixed_cost,7948377.702
237,2028,reg1,HFO_PP,fixed_cost,8413801.9965
238,2029,reg1,HFO_PP,fixed_cost,8879226.291000001
239,2030,reg1,HFO_PP,fixed_cost,9343864.3905
240,2019,reg1,Bio_PP,fixed_cost,300000.0
241,2020,reg1,Bio_PP,fixed_cost,300000.0
242,2021,reg1,Bio_PP,fixed_cost,300000.0
243,2022,reg1,Bio_PP,fixed_cost,300000.0
244,2023,reg1,Bio_PP,fixed_cost,300000.0
245,2024,reg1,Bio_PP,fixed_cost,300000.0
246,2025,reg1,Bio_PP,fixed_cost,300000.0
247,2026,reg1,Bio_PP,fixed_cost,300000.0
248,2027,reg1,Bio_PP,fixed_cost,300000.0
249,2028,reg1,Bio_PP,fixed_cost,300000.0
250,2029,reg1,Bio_PP,fixed_cost,300000.0
251,2030,reg1,Bio_PP,fixed_cost,300000.0
252,2019,reg1,Elec_distribution,fixed_cost,0.0
253,2020,reg1,Elec_distribution,fixed_cost,0.0
254,2021,reg1,Elec_distribution,fixed_cost,0.0
255,2022,reg1,Elec_distribution,fixed_cost,0.0
256,2023,reg1,Elec_distribution,fixed_cost,0.0
257,2024,reg1,Elec_distribution,fixed_cost,0.0
258,2025,reg1,Elec_distribution,fixed_cost,0.0
259,2026,reg1,Elec_distribution,fixed_cost,0.0
260,2027,reg1,Elec_distribution,fixed_cost,0.0
261,2028,reg1,Elec_distribution,fixed_cost,0.0
262,2029,reg1,Elec_distribution,fixed_cost,0.0
263,2030,reg1,Elec_distribution,fixed_cost,0.0
264,2019,reg2,Diesel_supply,fixed_cost,0.0
265,2020,reg2,Diesel_supply,fixed_cost,0.0
266,2021,reg2,Diesel_supply,fixed_cost,0.0
267,2022,reg2,Diesel_supply,fixed_cost,0.0
268,2023,reg2,Diesel_supply,fixed_cost,0.0
269,2024,reg2,Diesel_supply,fixed_cost,0.0
270,2025,reg2,Diesel_supply,fixed_cost,0.0
271,2026,reg2,Diesel_supply,fixed_cost,0.0
272,2027,reg2,Diesel_supply,fixed_cost,0.0
273,2028,reg2,Diesel_supply,fixed_cost,0.0
274,2029,reg2,Diesel_supply,fixed_cost,0.0
275,2030,reg2,Diesel_supply,fixed_cost,0.0
276,2019,reg2,Hydro_PP_4,fixed_cost,1800000.0
277,2020,reg2,Hydro_PP_4,fixed_cost,1800000.0
278,2021,reg2,Hydro_PP_4,fixed_cost,1800000.0
279,2022,reg2,Hydro_PP_4,fixed_cost,1800000.0
280,2023,reg2,Hydro_PP_4,fixed_cost,1800000.0
281,2024,reg2,Hydro_PP_4,fixed_cost,1800000.0
282,2025,reg2,Hydro_PP_4,fixed_cost,1800000.0
283,2026,reg2,Hydro_PP_4,fixed_cost,1800000.0
284,2027,reg2,Hydro_PP_4,fixed_cost,1800000.0
285,2028,reg2,Hydro_PP_4,fixed_cost,1800000.0
286,2029,reg2,Hydro_PP_4,fixed_cost,1800000.0
287,2030,reg2,Hydro_PP_4,fixed_cost,1800000.0
288,2019,reg2,Hydro_PP_8,fixed_cost,1110000.0
289,2020,reg2,Hydro_PP_8,fixed_cost,1110000.0
290,2021,reg2,Hydro_PP_8,fixed_cost,1110000.0
291,2022,reg2,Hydro_PP_8,fixed_cost,1110000.0
292,2023,reg2,Hydro_PP_8,fixed_cost,1110000.0
293,2024,reg2,Hydro_PP_8,fixed_cost,1110000.0
294,2025,reg2,Hydro_PP_8,fixed_cost,1110000.0
295,2026,reg2,Hydro_PP_8,fixed_cost,1110000.0
296,2027,reg2,Hydro_PP_8,fixed_cost,1110000.0
297,2028,reg2,Hydro_PP_8,fixed_cost,1110000.0
298,2029,reg2,Hydro_PP_8,fixed_cost,1110000.0
299,2030,reg2,Hydro_PP_8,fixed_cost,1110000.0
300,2019,reg2,New_hydro_PP,fixed_cost,0.0
301,2020,reg2,New_hydro_PP,fixed_cost,169284.04476159601
302,2021,reg2,New_hydro_PP,fixed_cost,337466.45799546037
303,2022,reg2,New_hydro_PP,fixed_cost,386672.6662341875
304,2023,reg2,New_hydro_PP,fixed_cost,435511.6639636725
305,2024,reg2,New_hydro_PP,fixed_cost,484350.66169315483
306,2025,reg2,New_hydro_PP,fixed_cost,533189.6594226424
307,2026,reg2,New_hydro_PP,fixed_cost,582028.6571521248
308,2027,reg2,New_hydro_PP,fixed_cost,631234.8653908545
309,2028,reg2,New_hydro_PP,fixed_cost,680073.8631203317
310,2029,reg2,New_hydro_PP,fixed_cost,728912.8608498245
311,2030,reg2,New_hydro_PP,fixed_cost,777751.8585793069
312,2019,reg2,New_wind_PP,fixed_cost,0.0
313,2020,reg2,New_wind_PP,fixed_cost,0.0
314,2021,reg2,New_wind_PP,fixed_cost,0.0
315,2022,reg2,New_wind_PP,fixed_cost,0.0
316,2023,reg2,New_wind_PP,fixed_cost,0.0
317,2024,reg2,New_wind_PP,fixed_cost,0.0
318,2025,reg2,New_wind_PP,fixed_cost,0.0
319,2026,reg2,New_wind_PP,fixed_cost,0.0
320,2027,reg2,New_wind_PP,fixed_cost,0.0
321,2028,reg2,New_wind_PP,fixed_cost,0.0
322,2029,reg2,New_wind_PP,fixed_cost,0.0
323,2030,reg2,New_wind_PP,fixed_cost,0.0
324,2019,reg2,Diesel_PP,fixed_cost,18550.0
325,2020,reg2,Diesel_PP,fixed_cost,18550.0
326,2021,reg2,Diesel_PP,fixed_cost,18550.0
327,2022,reg2,Diesel_PP,fixed_cost,18550.0
328,2023,reg2,Diesel_PP,fixed_cost,18550.0
329,2024,reg2,Diesel_PP,fixed_cost,18550.0
330,2025,reg2,Diesel_PP,fixed_cost,18550.0
331,2026,reg2,Diesel_PP,fixed_cost,18550.0
332,2027,reg2,Diesel_PP,fixed_cost,18550.0
333,2028,reg2,Diesel_PP,fixed_cost,18550.0
334,2029,reg2,Diesel_PP,fixed_cost,18550.0
335,2030,reg2,Diesel_PP,fixed_cost,18550.0
336,2019,reg2,Elec_distribution,fixed_cost,0.0
337,2020,reg2,Elec_distribution,fixed_cost,0.0
338,2021,reg2,Elec_distribution,fixed_cost,0.0
339,2022,reg2,Elec_distribution,fixed_cost,0.0
340,2023,reg2,Elec_distribution,fixed_cost,0.0
341,2024,reg2,Elec_distribution,fixed_cost,0.0
342,2025,reg2,Elec_distribution,fixed_cost,0.0
343,2026,reg2,Elec_distribution,fixed_cost,0.0
344,2027,reg2,Elec_distribution,fixed_cost,0.0
345,2028,reg2,Elec_distribution,fixed_cost,0.0
346,2029,reg2,Elec_distribution,fixed_cost,0.0
347,2030,reg2,Elec_distribution,fixed_cost,0.0
348,2019,reg3,Diesel_supply,fixed_cost,0.0
349,2020,reg3,Diesel_supply,fixed_cost,0.0
350,2021,reg3,Diesel_supply,fixed_cost,0.0
351,2022,reg3,Diesel_supply,fixed_cost,0.0
352,2023,reg3,Diesel_supply,fixed_cost,0.0
353,2024,reg3,Diesel_supply,fixed_cost,0.0
354,2025,reg3,Diesel_supply,fixed_cost,0.0
355,2026,reg3,Diesel_supply,fixed_cost,0.0
356,2027,reg3,Diesel_supply,fixed_cost,0.0
357,2028,reg3,Diesel_supply,fixed_cost,0.0
358,2029,reg3,Diesel_supply,fixed_cost,0.0
359,2030,reg3,Diesel_supply,fixed_cost,0.0
360,2019,reg3,New_PV_PP,fixed_cost,0.0
361,2020,reg3,New_PV_PP,fixed_cost,0.0
362,2021,reg3,New_PV_PP,fixed_cost,0.0
363,2022,reg3,New_PV_PP,fixed_cost,0.0
364,2023,reg3,New_PV_PP,fixed_cost,0.0
365,2024,reg3,New_PV_PP,fixed_cost,0.0
366,2025,reg3,New_PV_PP,fixed_cost,0.0
367,2026,reg3,New_PV_PP,fixed_cost,0.0
368,2027,reg3,New_PV_PP,fixed_cost,0.0
369,2028,reg3,New_PV_PP,fixed_cost,0.0
370,2029,reg3,New_PV_PP,fixed_cost,0.0
371,2030,reg3,New_PV_PP,fixed_cost,0.0
372,2019,reg3,Diesel_PP,fixed_cost,80850.0
373,2020,reg3,Diesel_PP,fixed_cost,80850.0
374,2021,reg3,Diesel_PP,fixed_cost,80850.0
375,2022,reg3,Diesel_PP,fixed_cost,80850.0
376,2023,reg3,Diesel_PP,fixed_cost,80850.0
377,2024,reg3,Diesel_PP,fixed_cost,80850.0
378,2025,reg3,Diesel_PP,fixed_cost,80850.0
379,2026,reg3,Diesel_PP,fixed_cost,80850.0
380,2027,reg3,Diesel_PP,fixed_cost,80850.0
381,2028,reg3,Diesel_PP,fixed_cost,80850.0
382,2029,reg3,Diesel_PP,fixed_cost,80850.0
383,2030,reg3,Diesel_PP,fixed_cost,80850.0
384,2019,reg3,Elec_distribution,fixed_cost,0.0
385,2020,reg3,Elec_distribution,fixed_cost,0.0
386,2021,reg3,Elec_distribution,fixed_cost,0.0
387,2022,reg3,Elec_distribution,fixed_cost,0.0
388,2023,reg3,Elec_distribution,fixed_cost,0.0
389,2024,reg3,Elec_distribution,fixed_cost,0.0
390,2025,reg3,Elec_distribution,fixed_cost,0.0
391,2026,reg3,Elec_distribution,fixed_cost,0.0
392,2027,reg3,Elec_distribution,fixed_cost,0.0
393,2028,reg3,Elec_distribution,fixed_cost,0.0
394,2029,reg3,Elec_distribution,fixed_cost,0.0
395,2030,reg3,Elec_distribution,fixed_cost,0.0
396,2019,reg1,Coal_supply,variable_cost,86425617.34599261
397,2020,reg1,Coal_supply,variable_cost,98768367.40880185
398,2021,reg1,Coal_supply,variable_cost,104361388.73124856
399,2022,reg1,Coal_supply,variable_cost,115629168.61358896
400,2023,reg1,Coal_supply,variable_cost,127020872.6745741
401,2024,reg1,Coal_supply,variable_cost,138536500.88454303
402,2025,reg1,Coal_supply,variable_cost,150176053.30264708
403,2026,reg1,Coal_supply,variable_cost,161939529.89939585
404,2027,reg1,Coal_supply,variable_cost,173826930.644617
405,2028,reg1,Coal_supply,variable_cost,185838255.59848472
406,2029,reg1,Coal_supply,variable_cost,197973504.70048395
407,2030,reg1,Coal_supply,variable_cost,210232678.0114706
408,2019,reg1,Diesel_supply,variable_cost,130433128.03741239
409,2020,reg1,Diesel_supply,variable_cost,131687292.73597787
410,2021,reg1,Diesel_supply,variable_cost,132941457.43454339
411,2022,reg1,Diesel_supply,variable_cost,134195622.11850414
412,2023,reg1,Diesel_supply,variable_cost,135449786.81706962
413,2024,reg1,Diesel_supply,variable_cost,136703951.5010304
414,2025,reg1,Diesel_supply,variable_cost,137958116.1995959
415,2026,reg1,Diesel_supply,variable_cost,141362277.5054961
416,2027,reg1,Diesel_supply,variable_cost,144766438.81139636
417,2028,reg1,Diesel_supply,variable_cost,148170600.07348236
418,2029,reg1,Diesel_supply,variable_cost,151574761.39398736
419,2030,reg1,Diesel_supply,variable_cost,154978922.71449235
420,2019,reg1,Oil_supply,variable_cost,83444189.2446486
421,2020,reg1,Oil_supply,variable_cost,84201052.63915789
422,2021,reg1,Oil_supply,variable_cost,92718630.79122464
423,2022,reg1,Oil_supply,variable_cost,101987751.69049403
424,2023,reg1,Oil_supply,variable_cost,111405978.45703216
425,2024,reg1,Oil_supply,variable_cost,120973311.00776424
426,2025,reg1,Oil_supply,variable_cost,130675109.66436712
427,2026,reg1,Oil_supply,variable_cost,142638147.92020676
428,2027,reg1,Oil_supply,variable_cost,155011227.2232753
429,2028,reg1,Oil_supply,variable_cost,167794347.74711064
430,2029,reg1,Oil_supply,variable_cost,180987509.40593505
431,2030,reg1,Oil_supply,variable_cost,194574340.66786733
432,2019,reg1,Biofuel_supply,variable_cost,252287.7981697615
433,2020,reg1,Biofuel_supply,variable_cost,252287.7981697615
434,2021,reg1,Biofuel_supply,variable_cost,252287.7981697615
435,2022,reg1,Biofuel_supply,variable_cost,252287.7981697615
436,2023,reg1,Biofuel_supply,variable_cost,252287.7981697615
437,2024,reg1,Biofuel_supply,variable_cost,252287.7981697615
438,2025,reg1,Biofuel_supply,variable_cost,252287.7981697615
439,2026,reg1,Biofuel_supply,variable_cost,252287.7981697615
440,2027,reg1,Biofuel_supply,variable_cost,252287.7981697615
441,2028,reg1,Biofuel_supply,variable_cost,252287.7981697615
442,2029,reg1,Biofuel_supply,variable_cost,252287.7981697615
443,2030,reg1,Biofuel_supply,variable_cost,252287.7981697615
444,2019,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
445,2020,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
446,2021,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
447,2022,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
448,2023,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
449,2024,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
450,2025,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
451,2026,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
452,2027,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
453,2028,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
454,2029,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
455,2030,reg1,Hydro_PP_1,variable_cost,2027277.3363796796
456,2019,reg1,Hydro_PP_2,variable_cost,208135.36252079997
457,2020,reg1,Hydro_PP_2,variable_cost,208135.36252079997
458,2021,reg1,Hydro_PP_2,variable_cost,208135.36252079997
459,2022,reg1,Hydro_PP_2,variable_cost,208135.36252079997
460,2023,reg1,Hydro_PP_2,variable_cost,208135.36252079997
461,2024,reg1,Hydro_PP_2,variable_cost,208135.36252079997
462,2025,reg1,Hydro_PP_2,variable_cost,208135.36252079997
