,Datetime,Region,Technology,Emission,Value
254,2021,reg2,Diesel_supply,CO2,0.0
255,2022,reg2,Diesel_supply,CO2,0.0
256,2023,reg2,Diesel_supply,CO2,0.0
257,2024,reg2,Diesel_supply,CO2,0.0
258,2025,reg2,Diesel_supply,CO2,0.0
259,2026,reg2,Diesel_supply,CO2,0.0
260,2027,reg2,Diesel_supply,CO2,0.0
261,2028,reg2,Diesel_supply,CO2,0.0
262,2029,reg2,Diesel_supply,CO2,0.0
263,2030,reg2,Diesel_supply,CO2,0.0
264,2019,reg2,Hydro_PP_4,CO2,0.0
265,2020,reg2,Hydro_PP_4,CO2,0.0
266,2021,reg2,Hydro_PP_4,CO2,0.0
267,2022,reg2,Hydro_PP_4,CO2,0.0
268,2023,reg2,Hydro_PP_4,CO2,0.0
269,2024,reg2,Hydro_PP_4,CO2,0.0
270,2025,reg2,Hydro_PP_4,CO2,0.0
271,2026,reg2,Hydro_PP_4,CO2,0.0
272,2027,reg2,Hydro_PP_4,CO2,0.0
273,2028,reg2,Hydro_PP_4,CO2,0.0
274,2029,reg2,Hydro_PP_4,CO2,0.0
275,2030,reg2,Hydro_PP_4,CO2,0.0
276,2019,reg2,Hydro_PP_8,CO2,0.0
277,2020,reg2,Hydro_PP_8,CO2,0.0
278,2021,reg2,Hydro_PP_8,CO2,0.0
279,2022,reg2,Hydro_PP_8,CO2,0.0
280,2023,reg2,Hydro_PP_8,CO2,0.0
281,2024,reg2,Hydro_PP_8,CO2,0.0
282,2025,reg2,Hydro_PP_8,CO2,0.0
283,2026,reg2,Hydro_PP_8,CO2,0.0
284,2027,reg2,Hydro_PP_8,CO2,0.0
285,2028,reg2,Hydro_PP_8,CO2,0.0
286,2029,reg2,Hydro_PP_8,CO2,0.0
287,2030,reg2,Hydro_PP_8,CO2,0.0
288,2019,reg2,New_hydro_PP,CO2,0.0
289,2020,reg2,New_hydro_PP,CO2,0.0
290,2021,reg2,New_hydro_PP,CO2,0.0
291,2022,reg2,New_hydro_PP,CO2,0.0
292,2023,reg2,New_hydro_PP,CO2,0.0
293,2024,reg2,New_hydro_PP,CO2,0.0
294,2025,reg2,New_hydro_PP,CO2,0.0
295,2026,reg2,New_hydro_PP,CO2,0.0
296,2027,reg2,New_hydro_PP,CO2,0.0
297,2028,reg2,New_hydro_PP,CO2,0.0
298,2029,reg2,New_hydro_PP,CO2,0.0
299,2030,reg2,New_hydro_PP,CO2,0.0
300,2019,reg2,New_wind_PP,CO2,0.0
301,2020,reg2,New_wind_PP,CO2,0.0
302,2021,reg2,New_wind_PP,CO2,0.0
303,2022,reg2,New_wind_PP,CO2,0.0
304,2023,reg2,New_wind_PP,CO2,0.0
305,2024,reg2,New_wind_PP,CO2,0.0
306,2025,reg2,New_wind_PP,CO2,0.0
307,2026,reg2,New_wind_PP,CO2,0.0
308,2027,reg2,New_wind_PP,CO2,0.0
309,2028,reg2,New_wind_PP,CO2,0.0
310,2029,reg2,New_wind_PP,CO2,0.0
311,2030,reg2,New_wind_PP,CO2,0.0
312,2019,reg2,Diesel_PP,CO2,1158285.744
313,2020,reg2,Diesel_PP,CO2,1158285.744
314,2021,reg2,Diesel_PP,CO2,1158285.744
315,2022,reg2,Diesel_PP,CO2,1158285.744
316,2023,reg2,Diesel_PP,CO2,1158285.744
317,2024,reg2,Diesel_PP,CO2,1158285.744
318,2025,reg2,Diesel_PP,CO2,1158285.744
319,2026,reg2,Diesel_PP,CO2,1158285.744
320,2027,reg2,Diesel_PP,CO2,1158285.744
321,2028,reg2,Diesel_PP,CO2,1158285.744
322,2029,reg2,Diesel_PP,CO2,1158285.744
323,2030,reg2,Diesel_PP,CO2,1158285.744
324,2019,reg3,Diesel_supply,CO2,0.0
325,2020,reg3,Diesel_supply,CO2,0.0
326,2021,reg3,Diesel_supply,CO2,0.0
327,2022,reg3,Diesel_supply,CO2,0.0
328,2023,reg3,Diesel_supply,CO2,0.0
329,2024,reg3,Diesel_supply,CO2,0.0
330,2025,reg3,Diesel_supply,CO2,0.0
331,2026,reg3,Diesel_supply,CO2,0.0
332,2027,reg3,Diesel_supply,CO2,0.0
333,2028,reg3,Diesel_supply,CO2,0.0
334,2029,reg3,Diesel_supply,CO2,0.0
335,2030,reg3,Diesel_supply,CO2,0.0
336,2019,reg3,New_PV_PP,CO2,0.0
337,2020,reg3,New_PV_PP,CO2,0.0
338,2021,reg3,New_PV_PP,CO2,0.0
339,2022,reg3,New_PV_PP,CO2,0.0
340,2023,reg3,New_PV_PP,CO2,0.0
341,2024,reg3,New_PV_PP,CO2,0.0
342,2025,reg3,New_PV_PP,CO2,0.0
343,2026,reg3,New_PV_PP,CO2,0.0
344,2027,reg3,New_PV_PP,CO2,0.0
345,2028,reg3,New_PV_PP,CO2,0.0
346,2029,reg3,New_PV_PP,CO2,0.0
347,2030,reg3,New_PV_PP,CO2,0.0
348,2019,reg3,Diesel_PP,CO2,5048377.488
349,2020,reg3,Diesel_PP,CO2,5048377.488
350,2021,reg3,Diesel_PP,CO2,5048377.488
351,2022,reg3,Diesel_PP,CO2,5048377.488
352,2023,reg3,Diesel_PP,CO2,5048377.488
353,2024,reg3,Diesel_PP,CO2,5048377.488
354,2025,reg3,Diesel_PP,CO2,5048377.488
355,2026,reg3,Diesel_PP,CO2,5048377.488
356,2027,reg3,Diesel_PP,CO2,5048377.488
357,2028,reg3,Diesel_PP,CO2,5048377.488
358,2029,reg3,Diesel_PP,CO2,5048377.488
359,2030,reg3,Diesel_PP,CO2,5048377.488
